strain_id,builtin_gene,builtin_identity,builtin_coverage,builtin_contig,builtin_start,builtin_end,drug_class,risk_level,amrfinder_hit,amrfinder_identity,amrfinder_agree,resfinder_hit,resfinder_identity,resfinder_agree,blast_hit,blast_identity,blast_agree,builtin_recheck,n_tools_confirm,n_tools_conflict,validation_status,validation_note,validation_tool,validation_best_hit
E_coli_K12_MG1655,mdtA,100.0,100.0,NC_000913.3,2154016,2155263,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,mdtB,100.0,100.0,NC_000913.3,2155263,2158385,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,mdtC,100.0,100.0,NC_000913.3,2158386,2161463,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,YojI,100.0,100.0,NC_000913.3,2306972,2308615,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,PmrF,100.0,100.0,NC_000913.3,2367071,2368039,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,emrY,99.94,100.0,NC_000913.3,2480638,2482176,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,emrK,100.0,100.0,NC_000913.3,2482176,2483231,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,evgA,100.0,100.0,NC_000913.3,2483755,2484369,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,evgS,100.0,100.0,NC_000913.3,2484374,2487967,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,acrD,100.0,100.0,NC_000913.3,2587595,2590708,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,emrR,100.0,100.0,NC_000913.3,2810770,2811300,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,emrA,100.0,100.0,NC_000913.3,2811427,2812599,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,emrB,100.0,100.0,NC_000913.3,2812616,2814154,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,TolC,100.0,100.0,NC_000913.3,3178109,3179596,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,bacA,100.0,100.0,NC_000913.3,3203310,3204131,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,AcrS,100.0,100.0,NC_000913.3,3412803,3413465,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,AcrE,100.0,100.0,NC_000913.3,3413864,3415021,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,AcrF,100.0,100.0,NC_000913.3,3415033,3418137,unclassified,Low,acrF,100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,acrF
E_coli_K12_MG1655,CRP,99.84,100.0,NC_000913.3,3486120,3486752,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,mdtE,100.0,100.0,NC_000913.3,3659232,3660389,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,mdtF,100.0,100.0,NC_000913.3,3660414,3663527,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,gadX,100.0,100.0,NC_000913.3,3664986,3665810,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,cpxA,98.98,100.0,NC_000913.3,4103602,4104975,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,mdtP,100.0,100.0,NC_000913.3,4299564,4301030,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,mdtO,100.0,100.0,NC_000913.3,4301027,4303078,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,mdtN,100.0,100.0,NC_000913.3,4303078,4304109,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,eptA,100.0,100.0,NC_000913.3,4333947,4335590,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_K12_MG1655,Ecol_ampC_BLA,100.0,100.0,NC_000913.3,4377811,4378944,unclassified,Low,blaEC,100.0,False,,,False,,,False,confirmed,0,1,discordant,,AMRFinderPlus,blaEC
